Ticker,Recommendation,Current Price,Target Price,Upside/Downside,Time Horizon,Remarks,P/E Ratio,Market Cap,Sector,Industry
WIPRO,STRONG BUY,₹252.03,₹425.88,68.98%,3-6 months,"Strong fundamentals and positive catalysts | News sentiment: positive (0.83) | Valuation: DCF: ₹236.18, DDM: ₹923.06, Relative: ₹348.83, Graham: ₹154.72",19.66,₹263910.69 Cr,Technology Services,IT Services & Consulting
